"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-11-04 17:06:17 +01:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
Norway,Gabon,2012,January,1
Norway,Gabon,2012,August,1
Netherlands,Turkey,2012,January,2
Netherlands,Turkey,2012,February,10
Netherlands,Turkey,2012,March,12
Netherlands,Turkey,2012,April,5
Netherlands,Turkey,2012,May,3
Netherlands,Turkey,2012,June,8
Netherlands,Turkey,2012,July,8
Netherlands,Turkey,2012,August,10
Netherlands,Turkey,2012,September,4
Netherlands,Turkey,2012,October,9
Netherlands,Turkey,2012,November,9
Netherlands,Turkey,2012,December,9
Netherlands,Senegal,2012,February,1
Netherlands,Senegal,2012,March,1
Netherlands,Senegal,2012,April,3
Netherlands,Senegal,2012,May,2
Netherlands,Senegal,2012,June,4
Netherlands,Senegal,2012,July,4
Netherlands,Senegal,2012,August,2
Netherlands,Senegal,2012,October,2
Netherlands,Senegal,2012,November,3
Netherlands,Senegal,2012,December,4
Norway,Gambia,2012,January,5
Norway,Gambia,2012,February,2
Norway,Gambia,2012,March,2
Norway,Gambia,2012,April,4
Norway,Gambia,2012,May,2
Norway,Gambia,2012,June,3
Norway,Gambia,2012,July,1
Norway,Gambia,2012,August,3
Norway,Gambia,2012,September,4
Norway,Gambia,2012,October,2
Norway,Gambia,2012,November,4
Norway,Gambia,2012,December,4
Norway,Palestinian,2012,April,2
Norway,"United Kingdom of Great Britain and Northern Ireland",2012,March,1
Norway,Georgia,2012,January,6
Norway,Georgia,2012,February,1
Norway,Georgia,2012,March,4
Norway,Georgia,2012,April,5
Norway,Georgia,2012,May,6
Norway,Georgia,2012,June,22
Norway,Georgia,2012,July,21
Norway,Georgia,2012,August,15
Norway,Georgia,2012,September,10
Norway,Georgia,2012,October,6
Norway,Georgia,2012,November,6
Norway,Georgia,2012,December,3
Norway,Germany,2012,September,1
Norway,Germany,2012,November,1
Norway,Kazakhstan,2012,January,3
Norway,Kazakhstan,2012,March,1
Norway,Kazakhstan,2012,April,2
Norway,Kazakhstan,2012,May,1
Norway,Kazakhstan,2012,June,3
Norway,Kazakhstan,2012,July,1
Norway,Kazakhstan,2012,August,6
Norway,Kazakhstan,2012,September,2
Netherlands,Uganda,2012,January,9
Netherlands,Uganda,2012,February,4
Netherlands,Uganda,2012,March,15
Netherlands,Uganda,2012,April,4
Netherlands,Uganda,2012,May,7
Netherlands,Uganda,2012,June,9
Netherlands,Uganda,2012,July,4
Netherlands,Uganda,2012,August,9
Netherlands,Uganda,2012,September,5
Netherlands,Uganda,2012,October,12
Netherlands,Uganda,2012,November,12
Netherlands,Uganda,2012,December,21
Norway,"Bosnia and Herzegovina",2012,January,2
Norway,"Bosnia and Herzegovina",2012,February,2
Norway,"Bosnia and Herzegovina",2012,March,2
Norway,"Bosnia and Herzegovina",2012,June,6
Norway,"Bosnia and Herzegovina",2012,July,3
Norway,"Bosnia and Herzegovina",2012,August,12
Norway,"Bosnia and Herzegovina",2012,September,7
Norway,"Bosnia and Herzegovina",2012,December,1
Norway,Armenia,2012,February,1
Norway,Armenia,2012,March,5
Norway,Armenia,2012,June,2
Norway,Armenia,2012,July,1
Norway,Armenia,2012,August,2
Norway,Armenia,2012,September,4
Norway,Armenia,2012,November,2
Norway,Armenia,2012,December,5
Norway,Kenya,2012,January,1
Norway,Kenya,2012,February,1
Norway,Kenya,2012,March,1
Norway,Kenya,2012,August,3
Norway,Kenya,2012,September,1
Norway,Kenya,2012,October,1
Norway,Bulgaria,2012,May,10
Norway,Bulgaria,2012,June,21
Norway,Bulgaria,2012,September,1
Norway,Bulgaria,2012,November,1
Norway,Bulgaria,2012,December,1
Norway,Cambodia,2012,March,1
Norway,Canada,2012,February,1
Norway,"Central African Rep.",2012,May,1
Netherlands,Ukraine,2012,January,3
Netherlands,Ukraine,2012,February,6
Netherlands,Ukraine,2012,March,1
Netherlands,Ukraine,2012,April,2
Netherlands,Ukraine,2012,May,3
Netherlands,Ukraine,2012,June,2
Netherlands,Ukraine,2012,July,1
Netherlands,Ukraine,2012,September,3
Netherlands,Ukraine,2012,October,2
Netherlands,Ukraine,2012,December,2
Norway,Chad,2012,January,1
Norway,Chad,2012,February,1
Norway,Chad,2012,August,1
Norway,Chad,2012,December,1
Netherlands,"United States of America",2012,January,1
Netherlands,"United States of America",2012,March,1
Netherlands,"United States of America",2012,April,1
Netherlands,"United States of America",2012,May,1
Netherlands,"United States of America",2012,July,2
Netherlands,"United States of America",2012,August,1
Norway,China,2012,January,5
Norway,China,2012,February,11
Norway,China,2012,March,3
Norway,China,2012,April,8
Norway,China,2012,May,5
Norway,China,2012,June,9
Norway,China,2012,July,2
Norway,China,2012,August,9
Norway,China,2012,September,6
Norway,China,2012,October,18
Norway,China,2012,November,7
Norway,China,2012,December,2
Netherlands,Uzbekistan,2012,January,4
Netherlands,Uzbekistan,2012,July,2
Netherlands,Uzbekistan,2012,August,2
Netherlands,Uzbekistan,2012,November,1
Norway,Chile,2012,August,1
Norway,Chile,2012,October,1
Norway,Nigeria,2012,January,21
Norway,Nigeria,2012,February,14
Norway,Nigeria,2012,March,24
Norway,Nigeria,2012,April,29
Norway,Nigeria,2012,May,28
Norway,Nigeria,2012,June,19
Norway,Nigeria,2012,July,32
Norway,Nigeria,2012,August,31
Norway,Nigeria,2012,September,26
Norway,Nigeria,2012,October,41
Norway,Nigeria,2012,November,39
Norway,Nigeria,2012,December,27
Norway,Kyrgyzstan,2012,January,1
Norway,Kyrgyzstan,2012,February,3
Norway,Kyrgyzstan,2012,March,3
Norway,Kyrgyzstan,2012,April,3
Norway,Kyrgyzstan,2012,June,2
Norway,Kyrgyzstan,2012,August,4
Norway,Kyrgyzstan,2012,September,6
Norway,Kyrgyzstan,2012,November,6
Norway,Kyrgyzstan,2012,December,3
Norway,"Rep. of Korea",2012,January,3
Norway,"Rep. of Korea",2012,March,1
Norway,Azerbaijan,2012,January,5
Norway,Azerbaijan,2012,February,2
Norway,Azerbaijan,2012,March,3
Norway,Azerbaijan,2012,April,5
Norway,Azerbaijan,2012,June,6
Norway,Azerbaijan,2012,July,4
Norway,Azerbaijan,2012,August,6
Norway,Azerbaijan,2012,September,6
Norway,Azerbaijan,2012,October,1
Norway,Azerbaijan,2012,December,2
Norway,Liberia,2012,January,1
Norway,Liberia,2012,February,1
Norway,Liberia,2012,March,1
Norway,Liberia,2012,May,2
Norway,Liberia,2012,June,4
Norway,Liberia,2012,July,2
Norway,Liberia,2012,August,2
Norway,Liberia,2012,September,3
Norway,Liberia,2012,October,3
Norway,Liberia,2012,November,3
Norway,Liberia,2012,December,2
Norway,Bahrain,2012,June,2
Netherlands,Yemen,2012,January,3
Netherlands,Yemen,2012,February,7
Netherlands,Yemen,2012,March,1
Netherlands,Yemen,2012,June,1
Netherlands,Yemen,2012,July,1
Netherlands,Yemen,2012,August,2
Netherlands,Yemen,2012,September,3
Netherlands,Yemen,2012,October,4
Netherlands,Yemen,2012,November,1
Netherlands,Yemen,2012,December,3
Norway,Cameroon,2012,January,2
Norway,Cameroon,2012,February,2
Norway,Cameroon,2012,March,1
Norway,Cameroon,2012,April,1
Norway,Cameroon,2012,June,1
Norway,Cameroon,2012,July,1
Norway,Cameroon,2012,August,3
Norway,Cameroon,2012,September,1
Norway,Cameroon,2012,October,2
Norway,Cameroon,2012,November,2
Norway,Cameroon,2012,December,1
Norway,Congo,2012,August,1
Norway,Congo,2012,October,1
Norway,"Dem. Rep. of the Congo",2012,January,10
Norway,"Dem. Rep. of the Congo",2012,February,7
Norway,"Dem. Rep. of the Congo",2012,March,7
Norway,"Dem. Rep. of the Congo",2012,April,3
Norway,"Dem. Rep. of the Congo",2012,May,4
Norway,"Dem. Rep. of the Congo",2012,June,3
Norway,"Dem. Rep. of the Congo",2012,July,1
Norway,"Dem. Rep. of the Congo",2012,August,8
Norway,"Dem. Rep. of the Congo",2012,September,8
Norway,"Dem. Rep. of the Congo",2012,October,6
Netherlands,Zambia,2012,July,2
Norway,Burundi,2012,January,1
Norway,Burundi,2012,February,1
Norway,Burundi,2012,March,1
Norway,Burundi,2012,April,3
Norway,Burundi,2012,July,1
Norway,Burundi,2012,September,1
Norway,Burundi,2012,October,1
Norway,Burundi,2012,November,1
Norway,Benin,2012,November,1
Norway,Benin,2012,December,1
Norway,Bangladesh,2012,January,14
Norway,Bangladesh,2012,February,10
Norway,Bangladesh,2012,March,14
Norway,Bangladesh,2012,April,23
Norway,Bangladesh,2012,May,25
Norway,Bangladesh,2012,June,49
Norway,Bangladesh,2012,July,14
Norway,Bangladesh,2012,August,15
Norway,Bangladesh,2012,September,14
Norway,Bangladesh,2012,October,26
Norway,Bangladesh,2012,November,13
Norway,Bangladesh,2012,December,5
Norway,"Dem. Rep. of the Congo",2012,November,6
Norway,Sudan,2012,January,16
Norway,Sudan,2012,February,22
Norway,Sudan,2012,March,19
Norway,Sudan,2012,April,23
Norway,Sudan,2012,May,27
Norway,Sudan,2012,June,44
Norway,Sudan,2012,July,33
Norway,Sudan,2012,August,55
Norway,Sudan,2012,September,48
Norway,Sudan,2012,October,69
Norway,Sudan,2012,November,53
Norway,Sudan,2012,December,77
Norway,"Dem. Rep. of the Congo",2012,December,5
Norway,Bhutan,2012,October,1
Norway,Pakistan,2012,January,11
Norway,Pakistan,2012,February,9
Norway,Pakistan,2012,March,13
Norway,Pakistan,2012,April,11
Norway,Pakistan,2012,May,4
Norway,Pakistan,2012,June,5
Norway,Pakistan,2012,July,21
Norway,Pakistan,2012,August,14
Norway,Pakistan,2012,September,24
Norway,Pakistan,2012,October,11
Norway,Pakistan,2012,November,12
Norway,Pakistan,2012,December,12
Norway,Swaziland,2012,February,1
Norway,Sweden,2012,August,1
Norway,Sweden,2012,October,1
Norway,"Rep. of Moldova",2012,April,1
Norway,"Rep. of Moldova",2012,July,2
Norway,Mexico,2012,February,6
Norway,Ghana,2012,January,1
Norway,Ghana,2012,February,1
Norway,Ghana,2012,March,1
Norway,Ghana,2012,April,2
Norway,Ghana,2012,June,3
Norway,Ghana,2012,July,5
Norway,Ghana,2012,September,8
Norway,Ghana,2012,October,4
Norway,Ghana,2012,November,2
Norway,Mexico,2012,April,1
Norway,Mexico,2012,August,2
Norway,Mali,2012,January,1
Norway,Mali,2012,February,1
Norway,Mali,2012,April,6
Norway,Mali,2012,June,3
Norway,Mali,2012,July,2
Norway,Mali,2012,August,3
Norway,Mali,2012,September,3
Norway,Mali,2012,October,7
Norway,Mali,2012,November,2
Norway,Mali,2012,December,3
Norway,Malawi,2012,November,3
Norway,Montenegro,2012,June,1
Norway,Montenegro,2012,July,1
Norway,Montenegro,2012,August,1
Norway,Montenegro,2012,October,4
Norway,"Burkina Faso",2012,July,1
Norway,"Burkina Faso",2012,August,1
Norway,"Burkina Faso",2012,September,1
Norway,"Burkina Faso",2012,October,1
Norway,Philippines,2012,November,1
Norway,Poland,2012,January,1
Norway,Poland,2012,February,1
Norway,Guinea-Bissau,2012,January,2
Norway,Guinea-Bissau,2012,March,1
Norway,Guinea-Bissau,2012,April,2
Norway,Guinea-Bissau,2012,June,2
Norway,Guinea-Bissau,2012,July,1
Norway,Guinea-Bissau,2012,August,1
Norway,Guinea-Bissau,2012,September,2
Norway,Guinea-Bissau,2012,October,5
Norway,Guinea-Bissau,2012,November,1
Norway,Guinea-Bissau,2012,December,1
Norway,Greece,2012,July,2
Norway,Greece,2012,September,2
Norway,Mongolia,2012,January,5
Norway,Mongolia,2012,March,6
Norway,Mongolia,2012,June,1
Norway,Mongolia,2012,September,2
Norway,Mongolia,2012,October,1
Norway,Mongolia,2012,November,4
Norway,Mongolia,2012,December,1
Norway,Guinea,2012,January,9
Norway,Guinea,2012,February,2
Norway,Guinea,2012,March,4
Norway,Guinea,2012,April,4
Norway,Guinea,2012,May,2
Norway,Guinea,2012,June,5
Norway,Guinea,2012,July,4
Norway,Guinea,2012,August,2
Norway,Guinea,2012,September,4
Norway,Guinea,2012,October,4
Norway,Guinea,2012,November,1
Norway,Guinea,2012,December,6
Norway,"Syrian Arab Rep.",2012,January,21
Norway,"Syrian Arab Rep.",2012,February,2
Norway,"Syrian Arab Rep.",2012,March,12
Norway,"Syrian Arab Rep.",2012,April,18
Norway,"Syrian Arab Rep.",2012,May,13
Norway,"Syrian Arab Rep.",2012,June,30
Norway,"Syrian Arab Rep.",2012,July,23
Norway,"Syrian Arab Rep.",2012,August,33
Norway,"Syrian Arab Rep.",2012,September,38
Norway,"Syrian Arab Rep.",2012,October,48
Norway,"Syrian Arab Rep.",2012,November,45
Norway,"Syrian Arab Rep.",2012,December,29
Norway,Croatia,2012,March,2
Norway,Croatia,2012,July,5
Norway,Croatia,2012,December,1
Norway,Hungary,2012,March,12
Norway,Hungary,2012,September,2
Norway,Hungary,2012,December,1
Norway,"Côte d'Ivoire",2012,January,1
Norway,"Côte d'Ivoire",2012,February,1
Norway,"Côte d'Ivoire",2012,March,4
Norway,"Côte d'Ivoire",2012,April,1
Norway,"Côte d'Ivoire",2012,May,2
Norway,"Côte d'Ivoire",2012,June,4
Norway,"Côte d'Ivoire",2012,July,4
Norway,"Côte d'Ivoire",2012,August,2
Norway,"Côte d'Ivoire",2012,September,2
Norway,"Côte d'Ivoire",2012,October,5
Norway,"Côte d'Ivoire",2012,November,2
Norway,"Côte d'Ivoire",2012,December,4
Norway,Morocco,2012,January,8
Norway,Morocco,2012,February,12
Norway,Morocco,2012,March,6
Norway,Morocco,2012,April,6
Norway,Morocco,2012,May,9
Norway,Morocco,2012,June,14
Norway,Morocco,2012,July,13
Norway,Morocco,2012,August,15
Norway,Morocco,2012,September,21
Norway,Morocco,2012,October,8
Norway,Morocco,2012,November,11
Norway,Morocco,2012,December,13
Norway,Belarus,2012,January,32
Norway,Belarus,2012,February,48
Norway,Belarus,2012,March,16
Norway,Belarus,2012,April,3
Norway,Belarus,2012,May,2
Norway,Belarus,2012,June,8
Norway,Belarus,2012,July,9
Norway,Belarus,2012,August,1
Norway,Belarus,2012,September,5
Norway,Belarus,2012,October,3
Norway,Belarus,2012,November,4
Norway,Belarus,2012,December,5
Norway,Brazil,2012,May,1
Norway,Romania,2012,January,1
Norway,Romania,2012,February,1
Norway,Romania,2012,March,1
Norway,Romania,2012,July,1
Norway,Romania,2012,August,4
Norway,Romania,2012,September,1
Norway,Romania,2012,October,3
Norway,Romania,2012,November,2
Norway,"United Rep. of Tanzania",2012,December,1
Norway,India,2012,January,4
Norway,India,2012,February,3
Norway,India,2012,March,1
Norway,India,2012,April,1
Norway,India,2012,May,3
Norway,India,2012,July,3
Norway,India,2012,August,3
Norway,India,2012,September,2
Norway,India,2012,October,4
Norway,India,2012,November,8
Norway,India,2012,December,1
Norway,Tajikistan,2012,February,1
Norway,Tajikistan,2012,March,1
Norway,Tajikistan,2012,May,2
Norway,Tajikistan,2012,July,2
Norway,Tajikistan,2012,October,7
Norway,Tajikistan,2012,December,2
Norway,Turkmenistan,2012,October,1
Norway,Turkmenistan,2012,December,2
Norway,Togo,2012,October,2
Norway,Togo,2012,November,1
Norway,Tunisia,2012,January,6
Norway,Tunisia,2012,February,5
Norway,Tunisia,2012,March,8
Norway,Tunisia,2012,April,1
Norway,Tunisia,2012,May,2
Norway,Tunisia,2012,June,1
Norway,Tunisia,2012,July,7
Norway,Tunisia,2012,August,4
Norway,Tunisia,2012,September,7
Norway,Tunisia,2012,October,4
Norway,Tunisia,2012,November,7
Norway,Tunisia,2012,December,1
Norway,Myanmar,2012,January,2
Norway,Myanmar,2012,February,6
Norway,Myanmar,2012,March,6
Norway,Myanmar,2012,April,7
Norway,Myanmar,2012,May,6
Norway,Myanmar,2012,June,5
Norway,Myanmar,2012,July,1
Norway,Myanmar,2012,August,3
Norway,Myanmar,2012,September,3
Norway,Myanmar,2012,October,5
Norway,Myanmar,2012,November,7
Norway,Myanmar,2012,December,6
Norway,"Iran (Islamic Rep. of)",2012,January,33
Norway,"Iran (Islamic Rep. of)",2012,February,25
Norway,"Iran (Islamic Rep. of)",2012,March,26
Norway,"Iran (Islamic Rep. of)",2012,April,36
Norway,"Iran (Islamic Rep. of)",2012,May,20
Norway,"Iran (Islamic Rep. of)",2012,June,34
Norway,"Iran (Islamic Rep. of)",2012,July,52
Norway,"Iran (Islamic Rep. of)",2012,August,47
Norway,"Iran (Islamic Rep. of)",2012,September,65
Norway,"Iran (Islamic Rep. of)",2012,October,38
Norway,"Iran (Islamic Rep. of)",2012,November,30
Norway,"Iran (Islamic Rep. of)",2012,December,29
Norway,Nepal,2012,February,3
Norway,Nepal,2012,May,5
Norway,Nepal,2012,June,1
Norway,Nepal,2012,July,1
Norway,Nepal,2012,September,2
Norway,Nepal,2012,October,2
Norway,Nepal,2012,November,3
Norway,Nepal,2012,December,4
Norway,Netherlands,2012,April,1
Norway,Netherlands,2012,November,1
Norway,Turkey,2012,January,1
Norway,Turkey,2012,February,1
Norway,Turkey,2012,March,1
Norway,Turkey,2012,April,2
Norway,Turkey,2012,May,5
Norway,Turkey,2012,June,4
Norway,Turkey,2012,July,3
Norway,Turkey,2012,August,6
Norway,Turkey,2012,September,3
Norway,Turkey,2012,October,1
Norway,Turkey,2012,November,8
Norway,Turkey,2012,December,3
Norway,Niger,2012,April,3
Norway,Niger,2012,May,1
Norway,Niger,2012,September,2
Norway,Niger,2012,November,1
Norway,Niger,2012,December,1
Norway,"Russian Federation",2012,January,27
Norway,"Russian Federation",2012,February,21
Norway,"Russian Federation",2012,March,8
Norway,"Russian Federation",2012,April,18
Norway,"Russian Federation",2012,May,15
Norway,"Russian Federation",2012,June,18
Norway,"Russian Federation",2012,July,22
Norway,"Russian Federation",2012,August,30
Norway,"Russian Federation",2012,September,30
Norway,"Russian Federation",2012,October,29
Norway,"Russian Federation",2012,November,46
Norway,"Russian Federation",2012,December,30
Poland,Angola,2012,January,2
Poland,Angola,2012,August,1
Norway,Rwanda,2012,February,1
Norway,Rwanda,2012,May,1
Norway,Rwanda,2012,September,1
Norway,Rwanda,2012,October,1
Norway,Rwanda,2012,November,1
Norway,"El Salvador",2012,January,3
Norway,"El Salvador",2012,May,1
Norway,"El Salvador",2012,July,2
Norway,Senegal,2012,January,2
Norway,Senegal,2012,February,1
Norway,Senegal,2012,March,4
Norway,Senegal,2012,May,1
Norway,Senegal,2012,June,1
Norway,Senegal,2012,August,1
Norway,Senegal,2012,December,1
Norway,Singapore,2012,December,1
Poland,Egypt,2012,January,1
Poland,Egypt,2012,April,4
Poland,Egypt,2012,May,4
Poland,Egypt,2012,June,6
Poland,Egypt,2012,July,30
Poland,Egypt,2012,August,37
Poland,Egypt,2012,September,6
Poland,Egypt,2012,October,4
Poland,Egypt,2012,November,6
Poland,Egypt,2012,December,4
Poland,Armenia,2012,January,8
Poland,Armenia,2012,February,11
Poland,Armenia,2012,March,16
Poland,Armenia,2012,April,16
Poland,Armenia,2012,May,15
Poland,Armenia,2012,June,16
Poland,Armenia,2012,July,55
Poland,Armenia,2012,August,43
Poland,Armenia,2012,September,83
Poland,Armenia,2012,October,60
Poland,Armenia,2012,November,32
Poland,Armenia,2012,December,25
"New Zealand",Indonesia,2012,April,1
"New Zealand",Indonesia,2012,May,1
Poland,Azerbaijan,2012,January,1
Poland,Azerbaijan,2012,February,1
Poland,Azerbaijan,2012,July,2
Norway,"Sierra Leone",2012,January,1
Norway,"Sierra Leone",2012,February,4
Norway,"Sierra Leone",2012,April,1
Norway,"Sierra Leone",2012,May,1
Norway,"Sierra Leone",2012,June,2
Norway,"Sierra Leone",2012,July,1
Norway,"Sierra Leone",2012,August,1
Norway,"Sierra Leone",2012,December,1
Norway,Libya,2012,January,5
Norway,Libya,2012,February,5
Norway,Libya,2012,March,4
Norway,Libya,2012,April,2
Norway,Libya,2012,May,1
Norway,Libya,2012,June,7
Norway,Libya,2012,July,2
Norway,Libya,2012,August,4
Norway,Libya,2012,September,7
Norway,Libya,2012,October,5
Norway,Libya,2012,November,12
Norway,Libya,2012,December,5
Poland,Bangladesh,2012,April,1
Poland,Bangladesh,2012,May,3
Poland,Bangladesh,2012,June,3
Poland,Bangladesh,2012,July,5
Poland,Bangladesh,2012,August,3
Poland,Bangladesh,2012,September,2
Poland,Bangladesh,2012,October,1
Poland,Bangladesh,2012,December,2
Poland,"Burkina Faso",2012,March,1
Norway,Somalia,2012,January,174
Norway,Somalia,2012,February,210
Norway,Somalia,2012,March,262
Norway,Somalia,2012,April,273
Norway,Somalia,2012,May,261
Norway,Somalia,2012,June,251
Norway,Somalia,2012,July,202
Norway,Somalia,2012,August,244
Norway,Somalia,2012,September,170
Norway,Somalia,2012,October,208
Norway,Somalia,2012,November,286
Norway,Somalia,2012,December,262
"New Zealand",Bangladesh,2012,June,2
"New Zealand",Bangladesh,2012,August,3
"New Zealand",Bangladesh,2012,September,1
"New Zealand",Bangladesh,2012,November,2
"New Zealand",Chad,2012,July,1
Poland,Belarus,2012,January,9
Poland,Belarus,2012,February,2
Poland,Belarus,2012,March,5
Poland,Belarus,2012,April,17
Poland,Belarus,2012,May,2
Poland,Belarus,2012,June,4
Poland,Belarus,2012,July,4
Poland,Belarus,2012,August,2
Poland,Belarus,2012,September,3
Poland,Belarus,2012,October,5
Poland,Belarus,2012,November,6
Poland,Belarus,2012,December,2
Norway,Lebanon,2012,January,1
Norway,Lebanon,2012,February,2
Norway,Lebanon,2012,March,1
Norway,Lebanon,2012,April,1
Norway,Lebanon,2012,May,2
Norway,Lebanon,2012,August,5
Norway,Lebanon,2012,September,2
Norway,Lebanon,2012,October,2
Norway,Lebanon,2012,December,3
"New Zealand",China,2012,January,1
"New Zealand",China,2012,February,3
"New Zealand",China,2012,March,1
"New Zealand",China,2012,April,4
"New Zealand",China,2012,May,8
"New Zealand",China,2012,June,5
"New Zealand",China,2012,July,4
"New Zealand",China,2012,August,1
"New Zealand",China,2012,September,2
"New Zealand",China,2012,October,1
"New Zealand",China,2012,November,1
"New Zealand",China,2012,December,2
"New Zealand","Iran (Islamic Rep. of)",2012,January,2
"New Zealand","Iran (Islamic Rep. of)",2012,February,6
"New Zealand","Iran (Islamic Rep. of)",2012,March,3
"New Zealand","Iran (Islamic Rep. of)",2012,April,10
"New Zealand","Iran (Islamic Rep. of)",2012,May,4
"New Zealand","Iran (Islamic Rep. of)",2012,July,3
"New Zealand","Iran (Islamic Rep. of)",2012,September,5
"New Zealand","Iran (Islamic Rep. of)",2012,October,2
"New Zealand","Iran (Islamic Rep. of)",2012,November,1
"New Zealand","Iran (Islamic Rep. of)",2012,December,3
Poland,Bulgaria,2012,December,1
Norway,"Sri Lanka",2012,January,3
Norway,"Sri Lanka",2012,February,4
Norway,"Sri Lanka",2012,March,5
Norway,"Sri Lanka",2012,April,2
Norway,"Sri Lanka",2012,May,2
Norway,"Sri Lanka",2012,June,1
Norway,"Sri Lanka",2012,July,6
Norway,"Sri Lanka",2012,August,2
Norway,"Sri Lanka",2012,September,3
Norway,"Sri Lanka",2012,October,3
Norway,"Sri Lanka",2012,November,4
Norway,Spain,2012,October,2
"New Zealand",Iraq,2012,January,3
"New Zealand",Iraq,2012,May,1
"New Zealand",Iraq,2012,July,1
"New Zealand",Iraq,2012,August,1
Poland,China,2012,November,1
Poland,Cameroon,2012,February,1
Poland,Cameroon,2012,March,1
Poland,Cameroon,2012,April,1
"New Zealand",Chile,2012,October,2
"New Zealand",Cameroon,2012,June,1
"New Zealand","Dem. Rep. of the Congo",2012,March,1
"New Zealand",Jordan,2012,January,1
"New Zealand",Jordan,2012,March,2
"New Zealand",Jordan,2012,September,1
"New Zealand",Japan,2012,November,1
"New Zealand",Kiribati,2012,May,1
"New Zealand","Rep. of Korea",2012,February,1
"New Zealand",Colombia,2012,April,1
"New Zealand","Czech Rep.",2012,February,6
"New Zealand","Czech Rep.",2012,September,2
"New Zealand","Czech Rep.",2012,October,4
"New Zealand",Ethiopia,2012,February,1
"New Zealand",Ethiopia,2012,August,1
"New Zealand",Ethiopia,2012,September,1
"New Zealand",Ethiopia,2012,October,3
"New Zealand",Fiji,2012,January,3
"New Zealand",Fiji,2012,February,2
"New Zealand",Fiji,2012,March,7
"New Zealand",Fiji,2012,April,2
"New Zealand",Fiji,2012,May,5
"New Zealand",Fiji,2012,August,1
"New Zealand",Fiji,2012,December,1
Norway,Lithuania,2012,August,1
Norway,Lithuania,2012,October,1
Norway,"Viet Nam",2012,January,3
Norway,"Viet Nam",2012,February,2
Norway,"Viet Nam",2012,March,3
Norway,"Viet Nam",2012,April,4
Norway,"Viet Nam",2012,June,1
Norway,"Viet Nam",2012,July,2
Norway,"Viet Nam",2012,August,1
Norway,"Viet Nam",2012,October,5
Norway,"Viet Nam",2012,December,1
Norway,Stateless,2012,January,25
Norway,Stateless,2012,February,15
Norway,Stateless,2012,March,18
Norway,Stateless,2012,April,25
Norway,Stateless,2012,May,12
Norway,Stateless,2012,June,29
Norway,Stateless,2012,July,35
Norway,Stateless,2012,August,9
Norway,Stateless,2012,September,31
Norway,Stateless,2012,October,32
Norway,Stateless,2012,November,16
Norway,Stateless,2012,December,8
"New Zealand",Palestinian,2012,March,2
"New Zealand",Palestinian,2012,May,1
"New Zealand",Palestinian,2012,October,1
"New Zealand","United Kingdom of Great Britain and Northern Ireland",2012,April,1
"New Zealand",Georgia,2012,June,2
"New Zealand",Georgia,2012,July,3
"New Zealand",Germany,2012,August,1
"New Zealand",Ghana,2012,September,1
"New Zealand","Sri Lanka",2012,February,2
"New Zealand","Sri Lanka",2012,March,4
"New Zealand","Sri Lanka",2012,April,1
"New Zealand","Sri Lanka",2012,May,1
"New Zealand","Sri Lanka",2012,July,5
"New Zealand","Sri Lanka",2012,August,1
"New Zealand","Sri Lanka",2012,September,5
"New Zealand","Sri Lanka",2012,October,2
"New Zealand","Sri Lanka",2012,November,1
"New Zealand","Sri Lanka",2012,December,3
"New Zealand",Mexico,2012,May,1
Norway,Latvia,2012,February,1
Norway,Latvia,2012,August,1
Norway,Latvia,2012,November,2
Norway,Mauritania,2012,February,2
Norway,Mauritania,2012,September,5
"New Zealand",Malaysia,2012,January,1
"New Zealand",Malaysia,2012,October,1
"New Zealand",Malaysia,2012,November,1
"New Zealand",Malaysia,2012,December,1
"New Zealand",Myanmar,2012,January,1
"New Zealand",Myanmar,2012,October,2
Norway,"The former Yugoslav Rep. of Macedonia",2012,February,3
Norway,"The former Yugoslav Rep. of Macedonia",2012,March,4
Norway,"The former Yugoslav Rep. of Macedonia",2012,April,1
Norway,"The former Yugoslav Rep. of Macedonia",2012,June,5
Norway,"The former Yugoslav Rep. of Macedonia",2012,July,3
Norway,"The former Yugoslav Rep. of Macedonia",2012,August,10
Norway,"The former Yugoslav Rep. of Macedonia",2012,October,1
Norway,"The former Yugoslav Rep. of Macedonia",2012,December,1
"New Zealand",Hungary,2012,March,1
"New Zealand",Hungary,2012,September,1
Portugal,Colombia,2012,January,1
Portugal,Colombia,2012,March,1
Portugal,Colombia,2012,July,4
Portugal,Colombia,2012,August,4
Portugal,Cuba,2012,July,1
Portugal,Cuba,2012,November,1
Portugal,Eritrea,2012,November,2
"New Zealand",India,2012,January,1
"New Zealand",India,2012,April,1
"New Zealand",India,2012,July,1
"New Zealand",India,2012,September,4
"New Zealand",India,2012,October,2
"New Zealand",Nepal,2012,January,1
"New Zealand",Nepal,2012,May,2
"New Zealand",Nepal,2012,July,2
"New Zealand",Nigeria,2012,September,1
"New Zealand",Oman,2012,June,2
Portugal,Ethiopia,2012,January,1
Portugal,Gambia,2012,August,1
Portugal,Palestinian,2012,June,1
Portugal,Georgia,2012,January,1
Portugal,Georgia,2012,March,2
Portugal,Georgia,2012,July,1
Portugal,Ghana,2012,November,1
Portugal,Ghana,2012,December,1
Portugal,Guinea-Bissau,2012,January,2
